,object_id,creation_time,name,email,creation_source,last_session_creation_time,opted_in_to_mailing_list,enabled_for_marketing_drip,org_id,invited_by_user_id,adopted user,ad_usr
1297,1298,29-10-2012 13:25,Clausen Niels,mczsosxl@neguf.com,ORG_INVITE,1351776359.0,0,0,108,6808.0,no,0
1298,1299,14-02-2014 18:27,May Roy,RoyIMay@gustr.com,PERSONAL_PROJECTS,1394908066.0,0,0,66,,no,0
1299,1300,01-06-2013 03:27,Papst Claudia,ClaudiaPapst@yahoo.com,PERSONAL_PROJECTS,,1,0,357,,no,0
1300,1301,02-08-2013 13:47,Whitehead Rory,RoryWhitehead@gustr.com,PERSONAL_PROJECTS,1376747268.0,1,0,0,,no,0
1301,1302,05-01-2014 11:29,Kunze Marco,MarcoKunze@jourrapide.com,GUEST_INVITE,1388921356.0,1,0,241,7275.0,no,0
1302,1303,11-03-2014 00:54,Carter Charles,CharlesMCarter@hotmail.com,PERSONAL_PROJECTS,1399251277.0,0,0,142,,no,0
1303,1304,02-01-2013 16:24,Ambriz Jeffrey,JeffreyJAmbriz@gmail.com,ORG_INVITE,,0,0,76,1029.0,no,0
1304,1305,10-03-2013 17:18,Meister Eric,EricMeister@gustr.com,ORG_INVITE,1363022331.0,0,0,111,11986.0,no,0
1305,1306,10-04-2014 09:05,Strauss Diana,DianaStrauss@jourrapide.com,ORG_INVITE,1397379911.0,0,0,168,1423.0,no,0
1306,1307,23-06-2013 04:17,Shelby Anthony,AnthonyGShelby@gmail.com,SIGNUP_GOOGLE_AUTH,1373084260.0,0,0,105,,no,0
1307,1308,21-07-2012 06:02,Leonard Skye,SkyeLeonard@jourrapide.com,ORG_INVITE,1343196142.0,1,0,33,1481.0,no,0
1308,1309,06-04-2014 19:14,Christiansen Jakob,JakobHChristiansen@gmail.com,SIGNUP,1396811651.0,1,1,9,,no,0
1309,1310,15-11-2012 16:07,Barth Silke,SilkeBarth@yahoo.com,PERSONAL_PROJECTS,1353082023.0,1,1,298,,no,0
1310,1311,14-01-2014 18:52,Kuster David,DavidKuster@cuvox.de,SIGNUP,1393267941.0,0,0,92,,no,0
1311,1312,20-04-2014 11:47,Griffin Leah,LeahGriffin@gmail.com,ORG_INVITE,1401882426.0,0,0,298,6047.0,no,0
1312,1313,04-11-2012 15:49,Duncombe Jasmine,JasmineDuncombe@jourrapide.com,PERSONAL_PROJECTS,1352044182.0,0,0,4,,no,0
1313,1314,03-03-2013 17:27,Daly Aimee,AimeeDaly@cuvox.de,ORG_INVITE,1362331667.0,0,0,297,1314.0,no,0
1314,1315,21-06-2013 11:51,Santos José,JoseMeloSantos@jourrapide.com,ORG_INVITE,,0,0,151,11304.0,no,0
1315,1316,07-08-2012 02:29,Rasmussen Alfred,AlfredTRasmussen@cuvox.de,SIGNUP,1344392999.0,0,0,294,,no,0
1316,1317,12-01-2013 02:36,Delarosa Edward,EdwardADelarosa@yahoo.com,ORG_INVITE,1357958174.0,0,1,10,2308.0,no,0
1317,1318,16-12-2012 07:37,Cyrus Barbara,BarbaraBCyrus@gmail.com,GUEST_INVITE,1401176235.0,0,0,372,4299.0,yes,1
1318,1319,19-08-2013 09:56,Coleman Benjamin,BenjaminSColeman@yahoo.com,GUEST_INVITE,1401011817.0,0,0,179,7479.0,yes,1
1319,1320,26-11-2012 01:53,Livingston Jake,JakeLivingston@jourrapide.com,ORG_INVITE,1401673992.0,0,1,140,7187.0,yes,1
1320,1321,15-06-2012 14:46,Castro Bianca,BiancaAzevedoCastro@jourrapide.com,ORG_INVITE,1343573160.0,0,0,180,7663.0,no,0
1321,1322,19-04-2014 10:59,Lynch Donna,DonnaRLynch@cuvox.de,GUEST_INVITE,1397905192.0,1,1,75,3030.0,no,0
1322,1323,26-03-2014 11:22,Scanlan Harry,HarryScanlan@yahoo.com,GUEST_INVITE,,0,0,102,3689.0,no,0
1323,1324,27-12-2012 18:44,Bruun Asta,AstaMBruun@gmail.com,ORG_INVITE,1356633877.0,0,0,1,8532.0,no,0
1324,1325,07-02-2014 21:09,Vincent Zara,ZaraVincent@cuvox.de,ORG_INVITE,1391893783.0,0,0,74,7716.0,no,0
1325,1326,18-10-2012 11:04,Correia Clara,ClaraRochaCorreia@yahoo.com,ORG_INVITE,1350644656.0,0,0,94,10759.0,no,0
1326,1327,29-10-2012 05:11,Fetherston Eve,EveFetherston@hotmail.com,PERSONAL_PROJECTS,1370581887.0,0,0,197,,yes,1
1327,1328,06-03-2014 16:12,Shepherd Sam,SamShepherd@cuvox.de,SIGNUP,1394208720.0,0,1,19,,no,0
1328,1329,20-05-2014 12:19,Mistry Chloe,ChloeMistry@hotmail.com,GUEST_INVITE,,0,0,77,2583.0,no,0
1329,1330,05-06-2013 14:07,Huber Torsten,TorstenHuber@yahoo.com,PERSONAL_PROJECTS,,0,0,84,,no,0
1330,1331,21-12-2012 17:08,Beckman Kim,KimDBeckman@gmail.com,SIGNUP_GOOGLE_AUTH,1356282509.0,0,0,242,,no,0
1331,1332,14-12-2013 05:09,Sewell Tayla,TaylaSewell@gmail.com,ORG_INVITE,1387084187.0,1,1,150,3784.0,no,0
1332,1333,30-11-2012 13:35,Lyons Laura,LauraLyons@jourrapide.com,ORG_INVITE,1354541727.0,0,0,338,392.0,no,0
1333,1334,20-11-2013 02:47,Emerson Mary,pkfumwak@yqjwf.com,ORG_INVITE,,0,0,156,4923.0,no,0
1334,1335,02-09-2012 06:41,Pyke Caitlyn,CaitlynPyke@gmail.com,SIGNUP_GOOGLE_AUTH,1346568083.0,0,0,111,,no,0
1335,1336,16-10-2013 06:18,Schweitzer Stefan,StefanSchweitzer@jourrapide.com,GUEST_INVITE,,0,0,10,2308.0,no,0
1336,1337,19-02-2013 13:15,Booth Dylan,DylanBooth@gustr.com,ORG_INVITE,,0,0,262,9774.0,no,0
1337,1338,14-03-2013 19:07,Evans Daniel,DanielEvans@gmail.com,ORG_INVITE,1363633640.0,0,0,91,7345.0,no,0
1338,1339,09-07-2012 19:56,Roland Myrna,MyrnaJRoland@jourrapide.com,GUEST_INVITE,1401825391.0,0,0,277,1339.0,yes,1
1339,1340,01-10-2013 05:09,Nanya Mikayla,mvqsrhhp@gjchd.com,PERSONAL_PROJECTS,,1,0,358,,no,0
1340,1341,24-05-2014 20:54,Bevan Rebecca,RebeccaBevan@hotmail.com,ORG_INVITE,,1,1,19,6134.0,no,0
1341,1342,13-05-2014 07:54,Carvalho Daniel,vthgfkkt@ptzri.com,PERSONAL_PROJECTS,,1,0,33,,no,0
1342,1343,02-07-2013 11:56,Hong Elizabeth,ElizabethJHong@cuvox.de,SIGNUP,1401796579.0,0,1,8,,yes,1
1343,1344,05-03-2013 14:24,Madsen Simon,SimonJMadsen@cuvox.de,ORG_INVITE,1362493441.0,0,0,50,1693.0,no,0
1344,1345,20-01-2013 02:12,Christensen Rebecca,RebeccaGChristensen@gustr.com,PERSONAL_PROJECTS,1401761556.0,1,0,49,,yes,1
1345,1346,07-12-2012 07:30,Pabst Katrin,KatrinPabst@hotmail.com,SIGNUP,1355124630.0,0,0,79,,no,0
1346,1347,04-02-2013 21:20,Peden Taylah,TaylahPeden@cuvox.de,ORG_INVITE,1360358439.0,1,1,267,1465.0,no,0
1347,1348,09-01-2014 04:50,Grimley Austin,AustinGrimley@gmail.com,ORG_INVITE,,0,0,34,1381.0,no,0
1348,1349,18-06-2013 04:06,Frandsen Mimir,MimirNFrandsen@gmail.com,SIGNUP_GOOGLE_AUTH,1371701175.0,0,0,101,,no,0
1349,1350,13-07-2013 18:42,Krüger Florian,FlorianKruger@hotmail.com,ORG_INVITE,1401734550.0,0,0,159,1787.0,yes,1
1350,1351,12-02-2013 17:24,Harms Robert,RobertEHarms@cuvox.de,PERSONAL_PROJECTS,,0,0,151,,no,0
1351,1352,06-01-2014 10:04,Alves Manuela,ManuelaBarbosaAlves@yahoo.com,PERSONAL_PROJECTS,1389002688.0,0,0,404,,no,0
1352,1353,30-12-2012 07:24,Knibbs Xavier,XavierKnibbs@yahoo.com,SIGNUP,1357025075.0,0,0,250,,no,0
1353,1354,04-05-2013 19:58,Kelley Caleb,CalebKelley@gmail.com,PERSONAL_PROJECTS,1367697537.0,1,0,307,,no,0
1354,1355,21-03-2014 01:34,Kristensen Aksel,AkselDKristensen@cuvox.de,ORG_INVITE,1395538481.0,1,1,35,10586.0,no,0
1355,1356,13-07-2012 16:03,Clarke Kieran,KieranClarke@yahoo.com,SIGNUP,1342195437.0,0,0,20,,no,0
1356,1357,29-04-2013 07:43,Ravn Sebastian,SebastianFRavn@gmail.com,GUEST_INVITE,1401003806.0,1,1,316,5855.0,yes,1
1357,1358,24-12-2013 05:24,Hoffmann Peter,smjhhror@uznoh.com,SIGNUP,1387862662.0,0,0,276,,no,0
1358,1359,30-08-2012 22:07,Pinto Igor,IgorFerreiraPinto@yahoo.com,ORG_INVITE,1346882840.0,0,0,2,11517.0,no,0
1359,1360,04-12-2013 17:57,Jakobsen Naja,NajaNJakobsen@gmail.com,SIGNUP_GOOGLE_AUTH,1386266235.0,0,0,402,,no,0
1360,1361,03-10-2013 17:54,Pedersen Sille,tweeieww@sxobl.com,ORG_INVITE,1387562066.0,0,0,63,4817.0,yes,1
1361,1362,26-03-2014 15:01,Anthony Bailey,BaileyAnthony@hotmail.com,PERSONAL_PROJECTS,,0,0,350,,no,0
1362,1363,22-01-2014 10:07,Christensen Katrine,KatrineAChristensen@cuvox.de,GUEST_INVITE,1390385253.0,0,0,123,4449.0,no,0
1363,1364,11-07-2013 16:04,Young Max,MaxYoung@hotmail.com,ORG_INVITE,,0,0,85,2885.0,no,0
1364,1365,22-05-2014 20:28,Barbosa Gabriel,GabrielBarrosBarbosa@yahoo.com,SIGNUP,1400790501.0,0,0,222,,no,0
1365,1366,01-08-2013 05:18,Rasmussen Sandra,SandraMRasmussen@cuvox.de,ORG_INVITE,1375420690.0,0,0,45,10670.0,no,0
1366,1367,14-01-2013 21:41,Duffy Isabelle,IsabelleSDuffy@jourrapide.com,PERSONAL_PROJECTS,1358199692.0,0,0,11,,no,0
1367,1368,15-04-2013 14:48,Tyler Leah,LeahTyler@cuvox.de,PERSONAL_PROJECTS,1401893285.0,1,1,1,,yes,1
1368,1369,28-05-2013 21:51,Frazer Maya,MayaFrazer@gustr.com,SIGNUP,1369864270.0,0,0,202,,no,0
1369,1370,11-04-2014 19:55,Pfeffer Gabriele,GabrielePfeffer@jourrapide.com,GUEST_INVITE,,1,0,40,4191.0,no,0
1370,1371,14-12-2013 06:07,Colebe Alyssa,AlyssaColebe@yahoo.com,PERSONAL_PROJECTS,1387087629.0,0,0,309,,no,0
1371,1372,10-08-2013 10:28,Skiles Duane,DuanePSkiles@gmail.com,SIGNUP,1376476087.0,0,0,81,,no,0
1372,1373,07-05-2014 14:39,Kastner Katharina,KatharinaKastner@gustr.com,ORG_INVITE,1399473581.0,0,0,35,11466.0,no,0
1373,1374,15-04-2014 12:13,Cardoso Beatriz,BeatrizPintoCardoso@jourrapide.com,PERSONAL_PROJECTS,,1,0,276,,no,0
1374,1375,17-11-2012 04:18,Gomes Nicolas,NicolasBarbosaGomes@gmail.com,PERSONAL_PROJECTS,,1,1,317,,no,0
1375,1376,05-05-2014 00:15,Fisher Mariana,MarianaLFisher@hotmail.com,PERSONAL_PROJECTS,,0,0,298,,no,0
1376,1377,12-12-2013 19:17,Thorsen Camilla,CamillaMThorsen@gmail.com,ORG_INVITE,,1,0,8,8167.0,no,0
1377,1378,17-03-2014 00:00,Araujo Leonardo,LeonardoCardosoAraujo@gmail.com,SIGNUP_GOOGLE_AUTH,1395014403.0,0,1,88,,no,0
1378,1379,16-01-2014 20:36,Perez Diane,DianeTPerez@gustr.com,ORG_INVITE,1390595810.0,0,0,13,8857.0,yes,1
1379,1380,19-04-2014 06:29,Lynch Georgia,ekpvhyxq@ouigi.com,ORG_INVITE,1401517786.0,0,0,132,2559.0,no,0
1380,1381,19-07-2012 20:16,Hickox Mike,MikeTHickox@hotmail.com,ORG_INVITE,1342728984.0,0,0,34,5783.0,no,0
1381,1382,23-09-2012 09:03,Castro Eduarda,EduardaRochaCastro@hotmail.com,GUEST_INVITE,1348391021.0,0,0,33,1811.0,no,0
1382,1383,24-12-2012 16:09,Davy Isla,IslaDavy@cuvox.de,ORG_INVITE,,1,1,157,4922.0,no,0
1383,1384,17-03-2014 14:23,Luke Eric,EricKLuke@yahoo.com,ORG_INVITE,,0,0,50,10030.0,no,0
1384,1385,19-05-2013 16:15,Hargraves Zara,ZaraHargraves@gmail.com,SIGNUP,1372868151.0,0,0,352,,no,0
1385,1386,15-05-2014 22:02,Alves Rafaela,RafaelaBarrosAlves@hotmail.com,GUEST_INVITE,1400191333.0,0,0,9,2629.0,no,0
1386,1387,04-03-2013 06:12,Christensen Albert,AlbertNChristensen@cuvox.de,ORG_INVITE,1362550349.0,0,0,1,8510.0,no,0
1387,1388,04-10-2013 09:31,Jørgensen Sandra,SandraLJrgensen@yahoo.com,ORG_INVITE,1380965489.0,0,0,6,4159.0,no,0
1388,1389,24-05-2014 09:20,Cockburn-Campbell Bailey,BaileyCockburn-Campbell@gmail.com,SIGNUP,1400923208.0,0,0,149,,no,0
1389,1390,05-08-2012 21:53,Tomlinson Aaliyah,AaliyahTomlinson@yahoo.com,SIGNUP,1344376403.0,1,1,22,,no,0
1390,1391,06-11-2013 04:05,Ravn Ida,IdaBRavn@gmail.com,SIGNUP_GOOGLE_AUTH,1383710710.0,1,0,215,,no,0
1391,1392,28-12-2013 21:04,Moran Bethany,BethanyMoran@hotmail.com,ORG_INVITE,1389733469.0,0,0,92,4277.0,no,0
1392,1393,07-06-2013 03:05,Bracewell Julian,JulianBracewell@jourrapide.com,GUEST_INVITE,,1,1,87,7533.0,no,0
1393,1394,12-10-2012 07:47,Varley Patrick,PatrickVarley@gmail.com,SIGNUP,1350028077.0,1,0,252,,no,0
1394,1395,20-07-2013 09:33,Ley Ava,AvaLey@gmail.com,ORG_INVITE,,0,0,145,7170.0,no,0
1395,1396,05-02-2014 09:01,Fernandes Luana,LuanaLimaFernandes@hotmail.com,GUEST_INVITE,1400144472.0,0,0,58,9726.0,yes,1
1396,1397,17-03-2014 07:18,Santos Amanda,AmandaMeloSantos@hotmail.com,PERSONAL_PROJECTS,,0,0,160,,no,0
1397,1398,06-09-2012 06:12,Parsons Samuel,SamuelParsons@gustr.com,PERSONAL_PROJECTS,,1,0,91,,no,0
1398,1399,23-09-2012 09:55,Ribeiro Melissa,stoodymk@oqmmx.com,ORG_INVITE,1348394102.0,0,0,1,7429.0,no,0
1399,1400,04-06-2012 09:40,König Sandra,SandraKonig@gmail.com,SIGNUP,1338975628.0,1,0,69,,no,0
1400,1401,13-09-2013 20:23,Feierabend Tim,TimFeierabend@cuvox.de,ORG_INVITE,,0,1,140,9394.0,no,0
1401,1402,28-05-2014 03:31,Martins Luís,LuisRibeiroMartins@gustr.com,ORG_INVITE,1401247875.0,0,0,101,7630.0,no,0
1402,1403,28-12-2013 08:57,Jakobsen Olivia,OliviaTJakobsen@yahoo.com,ORG_INVITE,1388307447.0,1,0,195,3819.0,no,0
1403,1404,05-01-2014 10:27,Preiss Emily,EmilyPreiss@gustr.com,GUEST_INVITE,1388917678.0,0,0,189,9661.0,no,0
1404,1405,29-11-2012 12:14,Somers Alex,AlexSomers@hotmail.com,ORG_INVITE,1354364082.0,0,0,2,11961.0,no,0
1405,1406,29-08-2013 03:45,Cole Ewan,EwanCole@gmail.com,SIGNUP_GOOGLE_AUTH,1377920707.0,0,0,169,,no,0
1406,1407,25-09-2012 21:38,Andreasen Astrid,AstridBAndreasen@yahoo.com,GUEST_INVITE,1401745098.0,0,0,44,9294.0,yes,1
1407,1408,11-12-2013 08:42,Wentworth Alana,AlanaWentworth@gustr.com,PERSONAL_PROJECTS,1386751376.0,0,0,61,,no,0
1408,1409,26-10-2013 00:18,Brown Cindy,CindyMBrown@gmail.com,SIGNUP,1382833127.0,0,0,215,,no,0
1409,1410,10-10-2013 02:50,Gruenewald Jens,JensGruenewald@gmail.com,SIGNUP,1400640642.0,0,0,63,,yes,1
1410,1411,07-06-2013 09:18,McDonald Jamaal,JamaalEMcDonald@gmail.com,PERSONAL_PROJECTS,1401873492.0,0,0,350,,yes,1
1411,1412,28-08-2013 22:35,Young Mia,MiaYoung@gmail.com,PERSONAL_PROJECTS,1377815759.0,0,0,74,,no,0
1412,1413,21-04-2014 12:16,Almeida Kauã,KauaSilvaAlmeida@yahoo.com,ORG_INVITE,,1,0,358,906.0,no,0
1413,1414,02-04-2014 11:15,Fruehauf Simone,ezoteplm@btrfw.com,SIGNUP,1396869346.0,0,0,101,,no,0
1414,1415,13-04-2013 22:10,Carvalho Antônio,AntonioRochaCarvalho@yahoo.com,PERSONAL_PROJECTS,,0,0,19,,no,0
1415,1416,25-12-2013 16:36,Schou Ella,wsxlkury@wodwb.com,SIGNUP,1387989363.0,0,0,237,,no,0
1416,1417,17-04-2013 11:15,Perrier Amber,AmberPerrier@jourrapide.com,SIGNUP,1366456556.0,0,0,25,,no,0
1417,1418,11-02-2013 12:18,Henriksen Karla,KarlaTHenriksen@gustr.com,SIGNUP,1360930722.0,1,0,254,,no,0
1418,1419,26-05-2014 07:51,Burbury Nicholas,NicholasBurbury@gmail.com,PERSONAL_PROJECTS,1401090706.0,0,0,193,,no,0
1419,1420,13-06-2012 13:24,Hirschfeld Samantha,SamanthaHirschfeld@gmail.com,SIGNUP,1339766685.0,0,0,0,,no,0
1420,1421,02-10-2013 14:03,Lewis Taylor,TaylorLewis@hotmail.com,ORG_INVITE,1401890625.0,0,0,236,1950.0,yes,1
1421,1422,12-04-2014 17:25,Feierabend Klaus,KlausFeierabend@jourrapide.com,ORG_INVITE,1397323530.0,1,0,36,5917.0,no,0
1422,1423,16-06-2012 07:58,Dacomb Sam,SamDacomb@gmail.com,ORG_INVITE,1340006313.0,1,0,168,3943.0,no,0
1423,1424,13-05-2014 15:02,Werner Felix,FelixWerner@gmail.com,SIGNUP_GOOGLE_AUTH,1399993345.0,0,0,288,,no,0
1424,1425,23-01-2013 00:56,Lund Daniel,DanielHLund@cuvox.de,ORG_INVITE,1358902598.0,0,0,107,69.0,no,0
1425,1426,25-05-2014 18:06,Goncalves Diego,DiegoCardosoGoncalves@gmail.com,SIGNUP_GOOGLE_AUTH,1401213991.0,0,0,13,,no,0
1426,1427,19-11-2012 04:53,Wilkerson Felix,FelixGWilkerson@yahoo.com,GUEST_INVITE,,1,0,98,408.0,no,0
1427,1428,12-05-2014 21:51,Knowles Matilda,MatildaKnowles@jourrapide.com,SIGNUP,1399931490.0,1,0,5,,no,0
1428,1429,26-04-2014 20:18,Oliveira Carlos,CarlosGomesOliveira@hotmail.com,ORG_INVITE,,1,1,41,8565.0,no,0
1429,1430,13-11-2012 01:26,Howe Benjamin,BenjaminHowe@cuvox.de,ORG_INVITE,1354238781.0,0,0,0,4871.0,no,0
1430,1431,26-06-2013 10:54,Castro Luís,LuisAlmeidaCastro@yahoo.com,PERSONAL_PROJECTS,,0,0,410,,no,0
1431,1432,25-07-2013 05:48,Souza Alice,AliceCarvalhoSouza@yahoo.com,PERSONAL_PROJECTS,,0,0,151,,no,0
1432,1433,15-07-2013 16:03,Bech Jonathan,JonathanRBech@yahoo.com,SIGNUP,1373990631.0,0,0,387,,no,0
1433,1434,02-03-2013 08:22,Schultz Sandra,SandraMSchultz@gmail.com,GUEST_INVITE,1400833336.0,0,0,62,10941.0,yes,1
1434,1435,14-10-2013 19:02,Dumaresq Stephanie,StephanieDumaresq@cuvox.de,SIGNUP,,0,0,0,,no,0
1435,1436,11-07-2012 12:07,Castro Joao,JoaoMeloCastro@gustr.com,PERSONAL_PROJECTS,,0,0,248,,no,0
1436,1437,16-12-2012 01:16,Collingridge de Tourcey Sara,otcemzli@eyhov.com,PERSONAL_PROJECTS,1355706986.0,1,1,166,,no,0
1437,1438,12-05-2014 20:32,Silva Gabriel,GabrielFerreiraSilva@hotmail.com,GUEST_INVITE,,1,1,31,8162.0,no,0
1438,1439,25-05-2013 12:20,Ribeiro Nicolash,NicolashFernandesRibeiro@hotmail.com,ORG_INVITE,1371385234.0,0,0,33,1481.0,no,0
1439,1440,18-10-2012 09:35,Neumann Sabine,SabineNeumann@hotmail.com,GUEST_INVITE,1352885744.0,1,1,241,7275.0,no,0
1440,1441,12-07-2012 02:12,Pinto Aline,AlineCavalcantiPinto@yahoo.com,GUEST_INVITE,1345169556.0,0,0,260,3175.0,no,0
1441,1442,11-07-2012 14:00,Schulz Anna,qoycmeko@pgjfv.com,GUEST_INVITE,1342015207.0,0,0,286,264.0,no,0
1442,1443,17-08-2013 23:27,Jepsen Ditte,DitteTJepsen@cuvox.de,SIGNUP,1376782075.0,1,0,186,,no,0
1443,1444,18-10-2013 06:13,Davies Max,MaxDavies@gmail.com,ORG_INVITE,1382076806.0,0,0,154,11158.0,no,0
1444,1445,07-03-2014 15:55,Ribeiro Murilo,MuriloSouzaRibeiro@gmail.com,ORG_INVITE,1395849343.0,1,0,69,10846.0,no,0
1445,1446,24-08-2013 01:56,Nielsen Adam,AdamLNielsen@gmail.com,SIGNUP_GOOGLE_AUTH,1377309397.0,0,0,37,,no,0
1446,1447,08-03-2013 18:01,Dias Mariana,MarianaSantosDias@gustr.com,GUEST_INVITE,1362765697.0,0,0,108,3331.0,no,0
1447,1448,11-07-2012 20:16,Castro Rebeca,RebecaAlmeidaCastro@gustr.com,ORG_INVITE,1342124169.0,0,0,224,3023.0,no,0
1448,1449,18-04-2014 20:27,Norris Edward,EdwardNorris@yahoo.com,ORG_INVITE,1398025637.0,0,0,99,7375.0,no,0
1449,1450,26-10-2012 04:23,Coneybeer Evie,EvieConeybeer@yahoo.com,PERSONAL_PROJECTS,,1,0,16,,no,0
1450,1451,20-05-2014 15:42,Higgins Eve,EveHiggins@gmail.com,PERSONAL_PROJECTS,,0,0,81,,no,0
1451,1452,13-07-2012 22:39,Bromham Gabriella,GabriellaBromham@gmail.com,SIGNUP_GOOGLE_AUTH,1342305578.0,1,0,4,,no,0
1452,1453,27-07-2012 21:34,Mathiasen Malene,MaleneSMathiasen@yahoo.com,GUEST_INVITE,1343424885.0,0,0,47,4187.0,no,0
1453,1454,06-04-2013 16:35,Kruger Kristian,rtvvseok@fwtem.com,ORG_INVITE,1365438926.0,0,0,200,4430.0,no,0
1454,1455,03-09-2012 11:19,Kirk Jay,JayKirk@cuvox.de,GUEST_INVITE,1346671190.0,0,0,317,8280.0,no,0
1455,1456,09-05-2014 18:02,Goncalves Marisa,MarisaRodriguesGoncalves@gmail.com,PERSONAL_PROJECTS,,0,0,273,,no,0
1456,1457,07-10-2012 08:52,Walton Francesca,brhiucbw@gnxds.com,SIGNUP,1349599963.0,0,0,95,,no,0
1457,1458,24-09-2012 01:28,Everingham Bailey,BaileyEveringham@cuvox.de,SIGNUP,1348536526.0,0,0,27,,no,0
1458,1459,28-07-2013 12:11,Brennan Tom,TomBrennan@gmail.com,SIGNUP,,0,0,274,,no,0
1459,1460,18-05-2014 22:57,Holroyd Aaron,AaronHolroyd@hotmail.com,PERSONAL_PROJECTS,,0,0,204,,no,0
1460,1461,19-05-2014 04:12,Blake Anthony,AnthonyBlake@gmail.com,ORG_INVITE,1400645533.0,0,0,4,1452.0,no,0
1461,1462,25-07-2012 07:01,Martins Nicolas,NicolasBarbosaMartins@gmail.com,GUEST_INVITE,1343286106.0,1,0,391,1462.0,no,0
1462,1463,23-09-2013 18:10,Schardt David,DavidSchardt@cuvox.de,ORG_INVITE,,1,0,165,2028.0,no,0
1463,1464,02-11-2012 02:53,Adler Marcel,MarcelAdler@hotmail.com,ORG_INVITE,1401850398.0,1,1,400,4276.0,yes,1
1464,1465,15-06-2012 01:15,Juhl Sofie,SofieAJuhl@cuvox.de,SIGNUP,1339809354.0,1,1,267,,no,0
1465,1466,02-04-2014 15:23,Hartung Hayley,HayleyHartung@yahoo.com,ORG_INVITE,1400340220.0,0,0,415,178.0,no,0
1466,1467,13-10-2013 16:43,Lind Oskar,OskarALind@gmail.com,SIGNUP_GOOGLE_AUTH,1381682595.0,0,0,2,,no,0
1467,1468,31-03-2014 22:53,Lawes Harrison,HarrisonLawes@gustr.com,GUEST_INVITE,1396306422.0,0,0,24,1553.0,no,0
1468,1469,24-06-2012 15:40,Damgaard Tilde,TildeWDamgaard@cuvox.de,ORG_INVITE,,0,0,190,1469.0,no,0
1469,1470,03-03-2014 17:45,Correia Sarah,SarahBarbosaCorreia@gmail.com,SIGNUP,1393955101.0,0,0,107,,no,0
1470,1471,17-04-2013 06:21,Juhl Sandra,SandraEJuhl@yahoo.com,PERSONAL_PROJECTS,1369376508.0,0,0,324,,no,0
1471,1472,15-05-2013 03:01,Bartlett Gabriel,GabrielBartlett@hotmail.com,ORG_INVITE,1401764503.0,0,0,108,4037.0,yes,1
1472,1473,24-04-2014 09:49,Owen Ben,BenOwen@gustr.com,SIGNUP,,0,0,89,,no,0
1473,1474,04-03-2014 11:13,Bruxner Brodie,BrodieBruxner@gmail.com,PERSONAL_PROJECTS,,0,0,211,,no,0
1474,1475,01-06-2012 23:13,Moss Alexander,AlexanderMoss@gmail.com,SIGNUP,,0,0,4,,no,0
1475,1476,19-09-2013 13:40,Eichmann Stefan,StefanEichmann@cuvox.de,SIGNUP,1401111627.0,0,0,2,,yes,1
1476,1477,16-03-2014 23:33,Dam Lucas,LucasIDam@gustr.com,PERSONAL_PROJECTS,,0,0,101,,no,0
1477,1478,02-03-2013 22:33,Johnsen Mathilde,MathildeAJohnsen@gmail.com,SIGNUP_GOOGLE_AUTH,1362263601.0,1,0,0,,no,0
1478,1479,19-06-2012 10:56,Winther Maja,MajaOWinther@gustr.com,SIGNUP,1400929011.0,1,0,300,,yes,1
1479,1480,31-01-2013 08:10,Martins Sophia,SophiaOliveiraMartins@gustr.com,ORG_INVITE,1400400656.0,0,0,70,1844.0,yes,1
1480,1481,03-07-2012 15:11,Southerland George,GeorgeTSoutherland@cuvox.de,PERSONAL_PROJECTS,1349104306.0,0,0,33,,yes,1
1481,1482,23-03-2013 14:48,Stockstill Vernon,VernonMStockstill@gmail.com,GUEST_INVITE,1364050111.0,0,0,212,9277.0,no,0
1482,1483,25-06-2013 19:29,Bukowski Alice,AliceBukowski@gmail.com,SIGNUP_GOOGLE_AUTH,1372361344.0,0,0,369,,no,0
1483,1484,26-06-2012 01:56,Knudsen Malou,immvunfm@vsbbe.com,ORG_INVITE,1340675804.0,1,0,39,8169.0,no,0
1484,1485,07-05-2013 06:24,Poulsen Torben,TorbenRPoulsen@hotmail.com,ORG_INVITE,1401863040.0,1,0,17,2026.0,yes,1
1485,1486,25-08-2013 16:28,Hall Calvin,quynrwhv@jhiss.com,SIGNUP,1377448110.0,0,0,188,,no,0
1486,1487,25-08-2013 13:56,Perry Max,MaxPerry@hotmail.com,ORG_INVITE,1377525402.0,1,0,30,6266.0,no,0
1487,1488,03-11-2012 06:39,Johnson Eddie,jpwsxnsb@beszv.com,ORG_INVITE,1352011168.0,1,0,12,2423.0,no,0
1488,1489,26-10-2013 20:02,Haynes Harriet,HarrietHaynes@gmail.com,SIGNUP_GOOGLE_AUTH,1382817761.0,0,0,262,,no,0
1489,1490,28-02-2014 10:33,Steffensen Line,LineJSteffensen@yahoo.com,PERSONAL_PROJECTS,1393929232.0,1,1,6,,no,0
1490,1491,27-02-2013 04:26,Rodrigues Julia,JuliaFernandesRodrigues@gustr.com,ORG_INVITE,1362112005.0,0,0,116,6187.0,no,0
1491,1492,23-03-2014 22:42,Nissen Nanna,eicolnia@cilfr.com,ORG_INVITE,,0,0,408,1539.0,no,0
1492,1493,14-02-2013 05:12,Kardos Daniel,DanielPKardos@cuvox.de,GUEST_INVITE,1361423522.0,1,1,89,1274.0,no,0
